nohup: ignoring input
Starting Power Logger...
2026-02-07 16:16:07.553237: 5322
2026-02-07 16:16:08.554625: 5222
2026-02-07 16:16:09.556057: 5121
2026-02-07 16:16:10.557437: 5322
2026-02-07 16:16:11.558840: 5322
2026-02-07 16:16:12.560238: 5121
2026-02-07 16:16:13.562077: 5322
2026-02-07 16:16:14.563844: 5322
2026-02-07 16:16:15.565229: 5322
2026-02-07 16:16:16.567025: 5322
2026-02-07 16:16:17.568426: 5322
2026-02-07 16:16:18.570175: 5322
2026-02-07 16:16:19.572053: 5322
2026-02-07 16:16:20.573425: 5322
2026-02-07 16:16:21.574609: 5322
2026-02-07 16:16:22.576433: 5322
2026-02-07 16:16:23.577767: 5322
2026-02-07 16:16:24.579487: 5322
2026-02-07 16:16:25.580042: 5121
2026-02-07 16:16:26.581449: 5322
2026-02-07 16:16:27.583282: 5322
2026-02-07 16:16:28.585161: 5706
2026-02-07 16:16:29.586705: 5322
2026-02-07 16:16:30.588453: 5322
2026-02-07 16:16:31.590270: 5322
2026-02-07 16:16:32.592108: 5322
2026-02-07 16:16:33.593463: 5322
2026-02-07 16:16:34.594812: 5322
2026-02-07 16:16:35.596156: 5322
2026-02-07 16:16:36.597487: 5322
2026-02-07 16:16:37.599253: 5322
2026-02-07 16:16:38.600959: 5322
2026-02-07 16:16:39.602683: 5322
2026-02-07 16:16:40.604127: 5322
2026-02-07 16:16:41.605893: 5322
2026-02-07 16:16:42.607237: 5322
2026-02-07 16:16:43.608400: 5322
2026-02-07 16:16:44.610229: 5322
2026-02-07 16:16:45.611578: 5322
2026-02-07 16:16:46.613294: 5322
2026-02-07 16:16:47.615093: 5322
2026-02-07 16:16:48.616895: 5322
2026-02-07 16:16:49.618600: 5322
2026-02-07 16:16:50.620044: 5322
2026-02-07 16:16:51.621512: 5322
2026-02-07 16:16:52.623288: 5222
2026-02-07 16:16:53.624754: 5121
2026-02-07 16:16:54.626574: 5121
2026-02-07 16:16:55.628003: 5322
2026-02-07 16:16:56.629767: 5222
2026-02-07 16:16:57.631499: 5322
2026-02-07 16:16:58.633274: 5322
2026-02-07 16:16:59.635129: 5322
2026-02-07 16:17:00.636933: 5322
2026-02-07 16:17:01.638737: 6673
2026-02-07 16:17:02.640543: 5706
2026-02-07 16:17:03.642244: 5322
2026-02-07 16:17:04.643873: 5322
2026-02-07 16:17:05.645293: 5322
2026-02-07 16:17:06.646747: 5322
2026-02-07 16:17:07.648556: 5322
2026-02-07 16:17:08.649913: 5322
2026-02-07 16:17:09.651708: 5322
2026-02-07 16:17:10.653497: 5322
2026-02-07 16:17:11.654960: 5423
2026-02-07 16:17:12.656386: 5322
2026-02-07 16:17:13.658190: 5322
2026-02-07 16:17:14.659671: 5322
2026-02-07 16:17:15.660245: 5322
2026-02-07 16:17:16.661701: 5322
2026-02-07 16:17:17.663182: 5322
2026-02-07 16:17:18.664495: 5322
2026-02-07 16:17:19.666300: 5322
2026-02-07 16:17:20.667735: 5322
2026-02-07 16:17:21.669549: 5322
2026-02-07 16:17:22.671349: 5322
2026-02-07 16:17:23.673137: 5322
2026-02-07 16:17:24.674849: 5322
2026-02-07 16:17:25.676622: 5322
2026-02-07 16:17:26.678415: 5322
2026-02-07 16:17:27.680242: 5322
2026-02-07 16:17:28.682088: 5322
2026-02-07 16:17:29.683419: 5322
2026-02-07 16:17:30.685204: 5322
2026-02-07 16:17:31.687039: 5322
2026-02-07 16:17:32.688441: 5322
2026-02-07 16:17:33.689875: 5322
2026-02-07 16:17:34.691637: 5322
2026-02-07 16:17:35.693448: 5322
2026-02-07 16:17:36.694796: 5322
2026-02-07 16:17:37.696584: 5222
2026-02-07 16:17:38.697944: 5221
2026-02-07 16:17:39.699740: 5322
2026-02-07 16:17:40.700214: 5222
2026-02-07 16:17:41.701585: 5222
2026-02-07 16:17:42.703307: 5322
2026-02-07 16:17:43.705085: 5322
2026-02-07 16:17:44.706891: 5322
2026-02-07 16:17:45.708803: 5322
2026-02-07 16:17:46.710264: 5322
2026-02-07 16:17:47.712105: 5322
2026-02-07 16:17:48.713902: 5322
2026-02-07 16:17:49.715712: 5121
2026-02-07 16:17:50.717512: 5322
2026-02-07 16:17:51.719351: 5322
2026-02-07 16:17:52.720735: 5322
2026-02-07 16:17:53.722542: 5322
2026-02-07 16:17:54.724345: 5322
2026-02-07 16:17:55.726140: 5222
2026-02-07 16:17:56.727539: 5221
2026-02-07 16:17:57.728953: 5322
2026-02-07 16:17:58.730373: 5322
2026-02-07 16:17:59.732223: 5222
2026-02-07 16:18:00.733676: 5322
2026-02-07 16:18:01.735457: 6673
2026-02-07 16:18:02.737238: 5706
2026-02-07 16:18:03.739034: 5322
2026-02-07 16:18:04.740815: 5322
2026-02-07 16:18:05.742610: 5322
2026-02-07 16:18:06.744332: 5322
2026-02-07 16:18:07.746141: 5322
2026-02-07 16:18:08.748030: 5322
2026-02-07 16:18:09.749826: 5322
2026-02-07 16:18:10.751646: 5322
2026-02-07 16:18:11.753429: 5807
2026-02-07 16:18:12.755223: 5322
2026-02-07 16:18:13.757029: 5322
2026-02-07 16:18:14.758828: 5221
2026-02-07 16:18:15.760645: 5322
2026-02-07 16:18:16.762459: 5322
2026-02-07 16:18:17.764309: 5322
2026-02-07 16:18:18.765737: 5322
2026-02-07 16:18:19.767170: 5322
2026-02-07 16:18:20.768950: 5221
2026-02-07 16:18:21.770315: 5322
2026-02-07 16:18:22.771676: 5322
2026-02-07 16:18:23.773455: 5221
2026-02-07 16:18:24.775247: 6190
2026-02-07 16:18:25.777048: 5322
2026-02-07 16:18:26.778871: 5322
2026-02-07 16:18:27.780667: 5322
2026-02-07 16:18:28.782489: 5322
2026-02-07 16:18:29.784312: 5322
2026-02-07 16:18:30.786125: 5322
2026-02-07 16:18:31.788060: 5706
2026-02-07 16:18:32.789862: 5322
2026-02-07 16:18:33.791668: 5322
2026-02-07 16:18:34.793464: 5322
2026-02-07 16:18:35.795300: 5322
2026-02-07 16:18:36.797136: 5322
2026-02-07 16:18:37.798942: 5322
2026-02-07 16:18:38.800724: 5807
2026-02-07 16:18:39.802527: 5322
2026-02-07 16:18:40.804331: 5221
2026-02-07 16:18:41.806140: 5322
2026-02-07 16:18:42.807970: 5322
2026-02-07 16:18:43.809403: 5322
2026-02-07 16:18:44.810806: 5322
2026-02-07 16:18:45.812599: 5322
2026-02-07 16:18:46.814408: 5322
2026-02-07 16:18:47.816265: 5322
2026-02-07 16:18:48.817696: 5121
2026-02-07 16:18:49.819486: 5322
2026-02-07 16:18:50.821319: 5322
2026-02-07 16:18:51.823125: 5322
2026-02-07 16:18:52.824230: 5322
2026-02-07 16:18:53.825994: 5322
2026-02-07 16:18:54.827812: 5322
2026-02-07 16:18:55.829228: 5322
2026-02-07 16:18:56.831019: 5322
2026-02-07 16:18:57.832380: 5322
2026-02-07 16:18:58.834158: 5322
2026-02-07 16:18:59.835987: 5322
2026-02-07 16:19:00.837783: 5322
2026-02-07 16:19:01.839156: 6290
2026-02-07 16:19:02.840948: 5706
2026-02-07 16:19:03.842364: 5322
2026-02-07 16:19:04.843791: 5322
2026-02-07 16:19:05.845169: 5322
2026-02-07 16:19:06.846995: 5322
2026-02-07 16:19:07.848793: 5322
2026-02-07 16:19:08.850618: 5322
2026-02-07 16:19:09.852059: 5121
2026-02-07 16:19:10.853864: 5322
2026-02-07 16:19:11.855688: 5322
2026-02-07 16:19:12.857517: 5322
2026-02-07 16:19:13.859338: 5322
2026-02-07 16:19:14.860752: 5322
2026-02-07 16:19:15.862216: 5322
2026-02-07 16:19:16.864067: 5322
2026-02-07 16:19:17.865466: 5322
2026-02-07 16:19:18.866824: 5322
2026-02-07 16:19:19.868253: 5322
2026-02-07 16:19:20.869664: 5322
2026-02-07 16:19:21.871477: 5322
2026-02-07 16:19:22.873301: 5322
2026-02-07 16:19:23.875115: 5706
2026-02-07 16:19:24.876225: 5322
2026-02-07 16:19:25.878003: 5322
2026-02-07 16:19:26.879757: 5322
2026-02-07 16:19:27.881563: 5807
2026-02-07 16:19:28.883376: 5322
2026-02-07 16:19:29.884803: 5322
2026-02-07 16:19:30.886213: 5322
2026-02-07 16:19:31.888071: 5322
2026-02-07 16:19:32.889855: 5322
2026-02-07 16:19:33.891649: 5322
2026-02-07 16:19:34.893079: 5322
2026-02-07 16:19:35.894880: 5322
2026-02-07 16:19:36.896643: 5322
2026-02-07 16:19:37.898451: 5322
2026-02-07 16:19:38.900304: 5322
2026-02-07 16:19:39.902072: 5322
2026-02-07 16:19:40.903528: 5322
2026-02-07 16:19:41.905345: 5322
2026-02-07 16:19:42.907145: 5322
2026-02-07 16:19:43.908933: 5322
2026-02-07 16:19:44.910329: 5322
2026-02-07 16:19:45.911760: 5322
2026-02-07 16:19:46.913537: 5222
2026-02-07 16:19:47.915338: 5322
2026-02-07 16:19:48.917121: 5322
2026-02-07 16:19:49.918534: 5322
2026-02-07 16:19:50.920315: 5322
2026-02-07 16:19:51.922135: 5221
2026-02-07 16:19:52.924006: 5322
2026-02-07 16:19:53.925847: 5322
2026-02-07 16:19:54.927670: 5322
2026-02-07 16:19:55.929471: 5121
2026-02-07 16:19:56.931288: 5322
2026-02-07 16:19:57.933067: 5322
2026-02-07 16:19:58.934444: 5322
2026-02-07 16:19:59.936305: 5322
2026-02-07 16:20:00.937735: 5322
2026-02-07 16:20:01.939546: 6189
2026-02-07 16:20:02.941384: 5706
2026-02-07 16:20:03.943182: 5322
2026-02-07 16:20:04.944946: 5322
2026-02-07 16:20:05.946716: 5322
2026-02-07 16:20:06.948513: 5322
2026-02-07 16:20:07.950322: 5322
2026-02-07 16:20:08.952188: 5322
2026-02-07 16:20:09.953983: 5322
2026-02-07 16:20:10.955795: 5322
2026-02-07 16:20:11.957604: 5322
2026-02-07 16:20:12.959349: 5322
2026-02-07 16:20:13.961154: 5322
2026-02-07 16:20:14.962969: 5322
2026-02-07 16:20:15.964257: 5322
2026-02-07 16:20:16.965406: 5322
2026-02-07 16:20:17.973904: 5322
2026-02-07 16:20:18.975449: 5322
2026-02-07 16:20:19.978658: 5322
2026-02-07 16:20:21.007372: 5322
2026-02-07 16:20:22.008774: 5322
2026-02-07 16:20:23.010355: 5322
2026-02-07 16:20:24.011495: 5322
2026-02-07 16:20:25.012077: 5322
2026-02-07 16:20:26.013678: 5322
2026-02-07 16:20:27.015256: 5322
2026-02-07 16:20:28.016867: 5322
2026-02-07 16:20:29.018055: 5322
2026-02-07 16:20:30.019644: 5322
2026-02-07 16:20:31.021248: 5322
2026-02-07 16:20:32.022451: 5322
2026-02-07 16:20:33.023661: 5322
2026-02-07 16:20:34.025278: 5322
2026-02-07 16:20:35.026464: 5322
2026-02-07 16:20:36.027667: 5322
2026-02-07 16:20:37.028846: 5322
2026-02-07 16:20:38.030052: 5322
2026-02-07 16:20:39.031219: 5121
2026-02-07 16:20:40.032058: 5221
2026-02-07 16:20:41.033238: 5322
2026-02-07 16:20:42.034421: 5322
2026-02-07 16:20:43.037623: 5322
2026-02-07 16:20:44.038827: 5322
2026-02-07 16:20:45.040059: 5322
2026-02-07 16:20:46.041237: 5221
2026-02-07 16:20:47.042436: 5322
2026-02-07 16:20:48.043611: 5322
2026-02-07 16:20:49.044804: 5221
2026-02-07 16:20:50.045991: 5221
2026-02-07 16:20:51.047166: 5322
2026-02-07 16:20:52.048356: 5322
2026-02-07 16:20:53.049543: 5322
2026-02-07 16:20:54.050721: 5322
2026-02-07 16:20:55.051977: 5322
2026-02-07 16:20:56.053159: 5322
2026-02-07 16:20:57.054333: 5221
2026-02-07 16:20:58.055505: 5221
2026-02-07 16:20:59.056700: 5322
2026-02-07 16:21:00.057786: 5322
2026-02-07 16:21:01.058970: 6290
2026-02-07 16:21:02.060145: 5706
2026-02-07 16:21:03.061319: 5706
2026-02-07 16:21:04.062507: 5706
2026-02-07 16:21:05.063686: 5322
2026-02-07 16:21:06.064798: 5322
2026-02-07 16:21:07.065978: 5322
2026-02-07 16:21:08.067156: 5322
2026-02-07 16:21:09.068349: 5322
2026-02-07 16:21:10.069577: 5322
2026-02-07 16:21:11.070759: 5322
2026-02-07 16:21:12.072002: 5322
2026-02-07 16:21:13.073190: 5322
2026-02-07 16:21:14.074377: 5322
2026-02-07 16:21:15.075563: 5322
2026-02-07 16:21:16.076761: 5322
2026-02-07 16:21:17.077935: 5222
2026-02-07 16:21:18.079112: 5322
2026-02-07 16:21:19.080279: 5322
2026-02-07 16:21:20.081456: 5322
2026-02-07 16:21:21.082655: 5322
2026-02-07 16:21:22.083836: 5222
2026-02-07 16:21:23.085024: 5322
2026-02-07 16:21:24.086144: 5322
2026-02-07 16:21:25.087317: 5322
2026-02-07 16:21:26.088481: 5221
2026-02-07 16:21:27.089654: 5121
2026-02-07 16:21:28.090845: 5322
2026-02-07 16:21:29.092044: 5322
2026-02-07 16:21:30.093218: 5322
2026-02-07 16:21:31.094392: 5322
2026-02-07 16:21:32.095567: 5322
2026-02-07 16:21:33.096756: 5706
2026-02-07 16:21:34.097934: 5121
2026-02-07 16:21:35.099119: 5322
2026-02-07 16:21:36.100059: 5322
2026-02-07 16:21:37.101252: 5322
2026-02-07 16:21:38.102450: 5322
2026-02-07 16:21:39.103647: 5322
2026-02-07 16:21:40.104837: 5322
2026-02-07 16:21:41.106021: 5322
2026-02-07 16:21:42.107192: 5322
2026-02-07 16:21:43.108090: 5322
2026-02-07 16:21:44.109271: 5322
2026-02-07 16:21:45.110436: 5322
2026-02-07 16:21:46.111616: 5322
2026-02-07 16:21:47.112095: 5322
2026-02-07 16:21:48.113275: 5322
2026-02-07 16:21:49.114462: 5322
2026-02-07 16:21:50.115647: 5322
2026-02-07 16:21:51.116824: 5322
2026-02-07 16:21:52.117998: 5322
2026-02-07 16:21:53.119237: 5322
2026-02-07 16:21:54.120082: 5322
2026-02-07 16:21:55.121704: 5322
2026-02-07 16:21:56.122943: 5322
2026-02-07 16:21:57.124082: 5322
2026-02-07 16:21:58.125689: 5322
2026-02-07 16:21:59.127281: 5322
2026-02-07 16:22:00.128553: 5322
2026-02-07 16:22:01.130157: 6290
2026-02-07 16:22:02.131753: 5706
2026-02-07 16:22:03.133356: 5322
2026-02-07 16:22:04.134955: 5322
2026-02-07 16:22:05.136146: 5121
2026-02-07 16:22:06.137380: 5322
2026-02-07 16:22:07.138607: 5222
2026-02-07 16:22:08.139849: 5322
2026-02-07 16:22:09.141049: 5423
2026-02-07 16:22:10.142648: 5322
2026-02-07 16:22:11.144275: 5322
2026-02-07 16:22:12.145892: 5322
2026-02-07 16:22:13.147551: 5322
2026-02-07 16:22:14.149196: 5222
2026-02-07 16:22:15.150844: 5322
2026-02-07 16:22:16.152058: 5322
2026-02-07 16:22:17.153659: 5322
2026-02-07 16:22:18.155255: 5322
2026-02-07 16:22:19.156508: 5322
2026-02-07 16:22:20.158113: 5322
2026-02-07 16:22:21.159321: 5322
2026-02-07 16:22:22.160526: 5322
2026-02-07 16:22:23.162149: 5121
2026-02-07 16:22:24.163354: 5222
2026-02-07 16:22:25.164979: 5221
2026-02-07 16:22:26.166588: 5322
2026-02-07 16:22:27.168184: 5322
2026-02-07 16:22:28.169390: 5322
2026-02-07 16:22:29.170603: 5322
2026-02-07 16:22:30.172188: 5322
2026-02-07 16:22:31.173440: 5322
2026-02-07 16:22:32.174654: 5322
2026-02-07 16:22:33.175952: 5322
2026-02-07 16:22:34.177146: 5322
2026-02-07 16:22:35.178351: 5322
2026-02-07 16:22:36.180022: 5322
2026-02-07 16:22:37.181652: 5322
2026-02-07 16:22:38.183250: 5322
2026-02-07 16:22:39.184471: 5322
2026-02-07 16:22:40.186081: 5322
2026-02-07 16:22:41.187688: 5322
2026-02-07 16:22:42.189300: 5322
2026-02-07 16:22:43.190495: 5322
2026-02-07 16:22:44.192099: 5322
2026-02-07 16:22:45.193691: 5322
2026-02-07 16:22:46.195288: 5322
2026-02-07 16:22:47.196906: 5322
2026-02-07 16:22:48.198510: 5322
2026-02-07 16:22:49.200116: 5322
2026-02-07 16:22:50.201727: 5322
2026-02-07 16:22:51.202940: 5322
2026-02-07 16:22:52.204202: 5322
2026-02-07 16:22:53.205433: 5121
2026-02-07 16:22:54.207040: 5322
2026-02-07 16:22:55.208651: 5121
2026-02-07 16:22:56.210246: 5322
2026-02-07 16:22:57.211469: 5121
2026-02-07 16:22:58.213113: 5322
2026-02-07 16:22:59.214760: 5322
2026-02-07 16:23:00.215846: 5322
2026-02-07 16:23:01.217488: 6572
2026-02-07 16:23:02.219103: 5706
2026-02-07 16:23:03.220781: 5322
2026-02-07 16:23:04.222452: 5322
2026-02-07 16:23:05.224109: 5322
2026-02-07 16:23:06.225375: 5322
2026-02-07 16:23:07.227000: 5322
2026-02-07 16:23:08.228649: 5322
2026-02-07 16:23:09.229863: 5322
2026-02-07 16:23:10.231121: 5322
2026-02-07 16:23:11.232352: 5322
2026-02-07 16:23:12.233965: 5322
2026-02-07 16:23:13.235183: 5322
2026-02-07 16:23:14.236463: 5322
2026-02-07 16:23:15.238067: 5322
2026-02-07 16:23:16.239715: 5322
2026-02-07 16:23:17.241340: 5322
2026-02-07 16:23:18.242593: 5322
2026-02-07 16:23:19.243856: 5322
2026-02-07 16:23:20.245127: 5322
2026-02-07 16:23:21.246752: 5322
2026-02-07 16:23:22.248030: 5322
2026-02-07 16:23:23.249659: 5322
2026-02-07 16:23:24.250895: 5322
2026-02-07 16:23:25.252549: 5322
2026-02-07 16:23:26.253806: 5222
2026-02-07 16:23:27.255032: 5322
2026-02-07 16:23:28.256672: 5322
2026-02-07 16:23:29.258284: 5322
2026-02-07 16:23:30.259935: 5121
2026-02-07 16:23:31.261104: 5322
2026-02-07 16:23:32.262709: 5322
2026-02-07 16:23:33.264318: 5322
2026-02-07 16:23:34.265954: 5322
2026-02-07 16:23:35.267589: 5222
2026-02-07 16:23:36.269214: 5322
2026-02-07 16:23:37.270427: 5322
2026-02-07 16:23:38.271672: 5322
2026-02-07 16:23:39.272899: 5322
2026-02-07 16:23:40.274112: 5322
2026-02-07 16:23:41.275741: 5322
2026-02-07 16:23:42.277359: 5322
2026-02-07 16:23:43.278956: 5322
2026-02-07 16:23:44.280175: 5322
2026-02-07 16:23:45.281805: 5322
2026-02-07 16:23:46.283433: 5322
2026-02-07 16:23:47.285088: 5322
2026-02-07 16:23:48.286355: 5322
2026-02-07 16:23:49.287618: 5322
2026-02-07 16:23:50.288113: 5322
2026-02-07 16:23:51.289759: 5322
2026-02-07 16:23:52.291398: 5322
2026-02-07 16:23:53.292638: 5322
2026-02-07 16:23:54.294286: 5322
2026-02-07 16:23:55.295476: 5322
2026-02-07 16:23:56.297096: 5322
2026-02-07 16:23:57.298711: 5322
2026-02-07 16:23:58.299952: 5322
2026-02-07 16:23:59.301616: 5322
2026-02-07 16:24:00.302717: 5322
2026-02-07 16:24:01.304330: 6572
2026-02-07 16:24:02.305535: 5706
2026-02-07 16:24:03.306808: 5322
2026-02-07 16:24:04.308097: 5322
2026-02-07 16:24:05.309726: 5322
2026-02-07 16:24:06.311310: 5322
2026-02-07 16:24:07.312913: 5322
2026-02-07 16:24:08.314520: 5322
2026-02-07 16:24:09.316112: 5322
2026-02-07 16:24:10.317723: 5322
2026-02-07 16:24:11.319321: 5322
2026-02-07 16:24:12.320961: 5322
2026-02-07 16:24:13.322582: 5322
2026-02-07 16:24:14.324196: 5322
2026-02-07 16:24:15.325803: 5322
2026-02-07 16:24:16.327440: 5706
2026-02-07 16:24:17.329060: 5322
2026-02-07 16:24:18.330701: 5322
2026-02-07 16:24:19.332331: 5706
2026-02-07 16:24:20.333973: 5322
2026-02-07 16:24:21.335579: 5221
2026-02-07 16:24:22.337221: 5221
2026-02-07 16:24:23.338840: 5322
2026-02-07 16:24:24.340477: 5322
2026-02-07 16:24:25.342080: 5322
2026-02-07 16:24:26.343734: 5322
2026-02-07 16:24:27.345361: 5322
2026-02-07 16:24:28.346959: 5322
2026-02-07 16:24:29.348622: 5322
2026-02-07 16:24:30.350284: 5322
2026-02-07 16:24:31.351504: 5121
2026-02-07 16:24:32.353127: 5322
2026-02-07 16:24:33.354735: 5121
2026-02-07 16:24:34.356370: 5706
2026-02-07 16:24:35.358009: 5322
2026-02-07 16:24:36.359611: 5322
2026-02-07 16:24:37.361265: 5322
2026-02-07 16:24:38.362918: 5322
2026-02-07 16:24:39.364533: 5322
2026-02-07 16:24:40.366160: 5322
2026-02-07 16:24:41.367752: 5706
2026-02-07 16:24:42.369398: 5322
2026-02-07 16:24:43.371004: 5322
2026-02-07 16:24:44.372639: 5322
2026-02-07 16:24:45.374284: 5322
2026-02-07 16:24:46.375946: 5322
2026-02-07 16:24:47.377575: 5322
2026-02-07 16:24:48.378852: 5322
2026-02-07 16:24:49.380472: 5322
2026-02-07 16:24:50.381767: 5322
2026-02-07 16:24:51.383358: 5322
2026-02-07 16:24:52.384951: 5322
2026-02-07 16:24:53.386563: 5322
2026-02-07 16:24:54.388184: 5322
2026-02-07 16:24:55.389825: 5322
2026-02-07 16:24:56.391490: 5322
2026-02-07 16:24:57.393145: 5322
2026-02-07 16:24:58.394774: 5322
2026-02-07 16:24:59.396423: 5322
2026-02-07 16:25:00.398045: 6572
2026-02-07 16:25:01.399243: 6089
2026-02-07 16:25:02.400861: 5322
2026-02-07 16:25:03.402464: 5322
2026-02-07 16:25:04.404109: 5322
2026-02-07 16:25:05.405707: 5322
2026-02-07 16:25:06.407308: 5222
2026-02-07 16:25:07.408902: 5322
2026-02-07 16:25:08.410539: 5322
2026-02-07 16:25:09.412132: 5221
2026-02-07 16:25:10.413742: 5322
2026-02-07 16:25:11.415373: 5322
2026-02-07 16:25:12.416988: 5322
2026-02-07 16:25:13.418592: 5322
2026-02-07 16:25:14.419834: 5322
2026-02-07 16:25:15.421432: 5121
2026-02-07 16:25:16.423057: 5322
2026-02-07 16:25:17.424674: 5322
2026-02-07 16:25:18.426288: 5322
2026-02-07 16:25:19.427937: 5322
2026-02-07 16:25:20.429543: 5322
2026-02-07 16:25:21.431204: 5322
2026-02-07 16:25:22.432857: 5322
2026-02-07 16:25:23.434500: 5322
2026-02-07 16:25:24.436154: 5322
2026-02-07 16:25:25.437767: 5322
2026-02-07 16:25:26.439386: 5322
2026-02-07 16:25:27.441072: 5322
2026-02-07 16:25:28.442696: 5322
2026-02-07 16:25:29.444316: 5322
2026-02-07 16:25:30.445980: 5322
2026-02-07 16:25:31.447605: 5322
2026-02-07 16:25:32.449236: 5322
2026-02-07 16:25:33.450841: 5322
2026-02-07 16:25:34.452511: 5322
2026-02-07 16:25:35.453777: 5322
2026-02-07 16:25:36.455015: 5322
2026-02-07 16:25:37.456613: 5322
2026-02-07 16:25:38.458232: 5807
2026-02-07 16:25:39.459836: 5322
2026-02-07 16:25:40.461440: 5322
2026-02-07 16:25:41.463023: 5322
2026-02-07 16:25:42.464623: 5322
2026-02-07 16:25:43.466257: 5322
2026-02-07 16:25:44.467942: 5322
2026-02-07 16:25:45.469488: 5322
2026-02-07 16:25:46.471086: 5322
2026-02-07 16:25:47.472677: 5322
2026-02-07 16:25:48.474310: 5322
2026-02-07 16:25:49.475935: 5322
2026-02-07 16:25:50.477508: 5322
2026-02-07 16:25:51.479176: 5222
2026-02-07 16:25:52.480773: 5322
2026-02-07 16:25:53.482364: 5322
2026-02-07 16:25:54.484034: 5322
2026-02-07 16:25:55.485639: 5322
2026-02-07 16:25:56.487239: 5322
2026-02-07 16:25:57.488788: 5322
2026-02-07 16:25:58.490400: 5322
2026-02-07 16:25:59.492071: 5322
2026-02-07 16:26:00.493706: 6854
2026-02-07 16:26:01.495343: 6190
2026-02-07 16:26:02.496936: 5706
2026-02-07 16:26:03.498553: 5706
2026-02-07 16:26:04.500156: 5322
2026-02-07 16:26:05.501796: 5322
2026-02-07 16:26:06.503438: 5322
2026-02-07 16:26:07.505064: 5322
2026-02-07 16:26:08.506697: 5322
2026-02-07 16:26:09.508374: 5322
2026-02-07 16:26:10.510011: 5322
2026-02-07 16:26:11.511626: 5322
2026-02-07 16:26:12.513252: 5322
2026-02-07 16:26:13.514878: 5322
2026-02-07 16:26:14.516518: 6392
2026-02-07 16:26:15.518145: 7258
2026-02-07 16:26:16.519777: 7437
2026-02-07 16:26:17.521403: 5807
2026-02-07 16:26:18.523054: 5322
2026-02-07 16:26:19.524674: 5322
2026-02-07 16:26:20.526325: 5322
2026-02-07 16:26:21.527600: 5322
2026-02-07 16:26:22.529221: 5322
2026-02-07 16:26:23.530817: 5322
2026-02-07 16:26:24.532460: 5322
2026-02-07 16:26:25.534104: 5322
2026-02-07 16:26:26.535360: 5322
2026-02-07 16:26:27.536992: 5322
2026-02-07 16:26:28.538629: 5322
2026-02-07 16:26:29.540294: 5322
2026-02-07 16:26:30.541933: 5322
2026-02-07 16:26:31.543547: 5322
2026-02-07 16:26:32.545176: 5322
2026-02-07 16:26:33.546796: 5322
2026-02-07 16:26:34.548420: 5221
2026-02-07 16:26:35.550029: 5322
2026-02-07 16:26:36.551634: 5322
2026-02-07 16:26:37.553248: 5322
2026-02-07 16:26:38.554857: 5322
2026-02-07 16:26:39.556467: 5322
2026-02-07 16:26:40.558102: 5322
2026-02-07 16:26:41.559727: 5221
2026-02-07 16:26:42.561355: 5322
2026-02-07 16:26:43.562957: 5322
2026-02-07 16:26:44.564602: 5322
2026-02-07 16:26:45.566217: 5322
2026-02-07 16:26:46.567818: 5322
2026-02-07 16:26:47.569432: 5322
2026-02-07 16:26:48.571076: 5322
2026-02-07 16:26:49.572733: 5322
2026-02-07 16:26:50.574370: 5121
2026-02-07 16:26:51.576024: 5322
2026-02-07 16:26:52.577654: 5322
2026-02-07 16:26:53.579290: 5322
2026-02-07 16:26:54.580923: 5222
2026-02-07 16:26:55.582560: 5222
2026-02-07 16:26:56.584188: 5322
2026-02-07 16:26:57.585817: 5322
2026-02-07 16:26:58.587454: 5322
2026-02-07 16:26:59.589070: 5322
2026-02-07 16:27:00.590716: 7440
2026-02-07 16:27:01.592361: 5807
2026-02-07 16:27:02.593985: 5322
2026-02-07 16:27:03.595641: 5322
2026-02-07 16:27:04.597284: 5322
2026-02-07 16:27:05.598939: 5706
2026-02-07 16:27:06.600586: 5322
2026-02-07 16:27:07.601851: 5322
2026-02-07 16:27:08.603475: 5322
2026-02-07 16:27:09.605131: 5322
2026-02-07 16:27:10.606788: 5423
2026-02-07 16:27:11.608405: 5322
2026-02-07 16:27:12.609677: 5322
2026-02-07 16:27:13.611302: 5322
2026-02-07 16:27:14.612934: 5322
2026-02-07 16:27:15.614568: 5322
2026-02-07 16:27:16.616181: 5221
2026-02-07 16:27:17.617802: 5322
2026-02-07 16:27:18.619438: 5322
2026-02-07 16:27:19.621056: 5121
2026-02-07 16:27:20.622670: 5322
2026-02-07 16:27:21.624301: 5121
2026-02-07 16:27:22.625919: 5322
2026-02-07 16:27:23.627546: 5322
2026-02-07 16:27:24.629170: 5322
2026-02-07 16:27:25.630785: 5322
2026-02-07 16:27:26.632413: 5322
2026-02-07 16:27:27.634058: 5322
2026-02-07 16:27:28.635700: 5322
2026-02-07 16:27:29.637035: 5322
2026-02-07 16:27:30.638676: 5706
2026-02-07 16:27:31.640347: 5322
2026-02-07 16:27:32.641999: 5322
2026-02-07 16:27:33.643642: 5322
2026-02-07 16:27:34.645279: 5322
2026-02-07 16:27:35.646910: 5322
2026-02-07 16:27:36.648181: 5322
2026-02-07 16:27:37.649445: 5322
2026-02-07 16:27:38.650701: 5322
2026-02-07 16:27:39.652358: 5322
2026-02-07 16:27:40.653983: 5322
2026-02-07 16:27:41.655597: 5322
2026-02-07 16:27:42.657206: 5322
2026-02-07 16:27:43.658826: 5322
2026-02-07 16:27:44.660429: 5322
2026-02-07 16:27:45.662044: 5322
2026-02-07 16:27:46.663658: 5322
